Date,Outlet,Movement Type,Reference ID,Comment,Code,SKU,Product Type,Supplier,Avail Changed,Req Changed,Alloc Changed,Pick Changed,Rec Changed,On Ord Changed,Tr Ou Changed,Tr In Changed,Flt Changed,Avail Before,Req Before,Alloc Before,Pick Before,Rec Before,On Ord Before,Tr Ou Before,Tr In Before,Flt Before,Avail After,Req After,Alloc After,Pick After,Rec After,On Ord After,Tr Ou After,Tr In After,Flt After
20/01/2016 9:22 AM,Brisbane City,Invoice,16-00024058,Invoice Status updated from Incomplete to Processed,130387,888849000005,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0
20/01/2016 9:22 AM,Brisbane City,Invoice,16-00024058,Fulfilled items removed from allocation,130387,888849000005,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
20/01/2016 9:22 AM,Brisbane City,Invoice,16-00024058,Invoice Status updated from Incomplete to Processed,130387,888849000005,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,68,0,1,0,0,0,0,0,0
20/01/2016 9:22 AM,Brisbane City,Invoice,16-00024058,Fulfilled items removed from allocation,130387,888849000005,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,68,0,1,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0
20/01/2016 9:22 AM,Brisbane City,Invoice,16-00024058,Invoice Status updated from Incomplete to Processed,130387,888849000005,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0
20/01/2016 9:22 AM,Brisbane City,Invoice,16-00024058,Fulfilled items removed from allocation,130387,888849000005,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
20/01/2016 9:23 AM,Castle Hill,Invoice,16-00024059,Invoice Status updated from Incomplete to Processed,128714,9345856000417,Amino Acids,Global Link Nutrition,-1,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,24,0,19,0,1,0,0,0,0,24,0
20/01/2016 9:23 AM,Castle Hill,Invoice,16-00024059,Fulfilled items removed from allocation,128714,9345856000417,Amino Acids,Global Link Nutrition,0,0,-1,0,0,0,0,0,0,19,0,1,0,0,0,0,24,0,19,0,0,0,0,0,0,24,0
20/01/2016 9:23 AM,Castle Hill,Invoice,16-00024059,Invoice Status updated from Incomplete to Processed,128151,644225701061,Protein Bars,Power Crunch Pty Ltd,-1,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0
20/01/2016 9:23 AM,Castle Hill,Invoice,16-00024059,Fulfilled items removed from allocation,128151,644225701061,Protein Bars,Power Crunch Pty Ltd,0,0,-1,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
20/01/2016 9:29 AM,Brisbane City,Invoice,16-00024060,Invoice Status updated from Incomplete to Processed,132554,9345856001155,Pre Workout,Global Link Nutrition NZ,-1,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0
20/01/2016 9:29 AM,Brisbane City,Invoice,16-00024060,Fulfilled items removed from allocation,132554,9345856001155,Pre Workout,Global Link Nutrition NZ,0,0,-1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
20/01/2016 9:33 AM,Rowville,Invoice,16-00024061,Invoice Status updated from Incomplete to Processed,124018,9345856000004,Protein Blends,Global Link Nutrition,-1,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0
20/01/2016 9:33 AM,Rowville,Invoice,16-00024061,Fulfilled items removed from allocation,124018,9345856000004,Protein Blends,Global Link Nutrition,0,0,-1,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
20/01/2016 9:33 AM,Rowville,Invoice,16-00024061,Invoice Status updated from Incomplete to Processed,124018,9345856000004,Protein Blends,Global Link Nutrition,-1,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0
20/01/2016 9:33 AM,Rowville,Invoice,16-00024061,Fulfilled items removed from allocation,124018,9345856000004,Protein Blends,Global Link Nutrition,0,0,-1,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
20/01/2016 9:33 AM,Ringwood,Invoice,16-00024063,Invoice Status updated from Incomplete to Processed,124023,9345856000059,Protein Blends,Global Link Nutrition,-1,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0
20/01/2016 9:33 AM,Ringwood,Invoice,16-00024063,Fulfilled items removed from allocation,124023,9345856000059,Protein Blends,Global Link Nutrition,0,0,-1,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
20/01/2016 9:33 AM,Ringwood,Invoice,16-00024063,Invoice Status updated from Incomplete to Processed,124037,9345856000301,Creatine,Global Link Nutrition,-1,0,1,0,0,0,0,0,0,138,0,0,0,16,0,0,0,0,137,0,1,0,16,0,0,0,0
20/01/2016 9:33 AM,Ringwood,Invoice,16-00024063,Fulfilled items removed from allocation,124037,9345856000301,Creatine,Global Link Nutrition,0,0,-1,0,0,0,0,0,0,137,0,1,0,16,0,0,0,0,137,0,0,0,16,0,0,0,0
20/01/2016 9:36 AM,Brisbane City,Invoice,16-00024065,Invoice Status updated from Incomplete to Processed,131454,045529589575,Drinks,EMI Nutrition Distributors Pty Ltd,-1,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0
20/01/2016 9:36 AM,Brisbane City,Invoice,16-00024065,Fulfilled items removed from allocation,131454,045529589575,Drinks,EMI Nutrition Distributors Pty Ltd,0,0,-1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
20/01/2016 9:36 AM,Bankstown,Invoice,16-00024066,Invoice Status updated from Incomplete to Processed,132760,644225701016,Protein Bars,Power Crunch Pty Ltd,-1,0,1,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,0,0
20/01/2016 9:36 AM,Bankstown,Invoice,16-00024066,Fulfilled items removed from allocation,132760,644225701016,Protein Bars,Power Crunch Pty Ltd,0,0,-1,0,0,0,0,0,0,52,0,1,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
20/01/2016 9:37 AM,Brisbane City,Invoice,16-00024068,Invoice Status updated from Incomplete to Processed,128475,9334729000661,Protein Blends,International Protein,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20/01/2016 9:37 AM,Brisbane City,Invoice,16-00024068,Fulfilled items removed from allocation,128475,9334729000661,Protein Blends,International Protein,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/01/2016 9:38 AM,Ringwood,Invoice,16-00024069,Invoice Status updated from Incomplete to Processed,125268,9345856000219,Protein WPI,Global Link Nutrition,-1,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0
20/01/2016 9:38 AM,Ringwood,Invoice,16-00024069,Fulfilled items removed from allocation,125268,9345856000219,Protein WPI,Global Link Nutrition,0,0,-1,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
20/01/2016 9:38 AM,Ringwood,Invoice,16-00024069,Invoice Status updated from Incomplete to Processed,127680,9345856003623,Shaker,Ningbo Tianqi Molding Co. Ltd,-1,0,1,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0
20/01/2016 9:38 AM,Ringwood,Invoice,16-00024069,Fulfilled items removed from allocation,127680,9345856003623,Shaker,Ningbo Tianqi Molding Co. Ltd,0,0,-1,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
20/01/2016 9:38 AM,Canberra,Invoice,16-00024067,Invoice Status updated from Incomplete to Processed,125126,9345856000226,Protein WPI,Global Link Nutrition,-1,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0
20/01/2016 9:38 AM,Canberra,Invoice,16-00024067,Fulfilled items removed from allocation,125126,9345856000226,Protein WPI,Global Link Nutrition,0,0,-1,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
20/01/2016 9:40 AM,Brisbane City,Invoice,16-00024070,Invoice Status updated from Incomplete to Processed,128327,841969001048,Protein Natural,Designer Physique Tony Sfeirs,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20/01/2016 9:40 AM,Brisbane City,Invoice,16-00024070,Fulfilled items removed from allocation,128327,841969001048,Protein Natural,Designer Physique Tony Sfeirs,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/01/2016 9:43 AM,Brisbane City,Invoice,16-00024072,Invoice Status updated from Incomplete to Processed,129285,643843197058,Protein Bars,Flush FitnessPty Ltd,-1,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0
20/01/2016 9:43 AM,Brisbane City,Invoice,16-00024072,Fulfilled items removed from allocation,129285,643843197058,Protein Bars,Flush FitnessPty Ltd,0,0,-1,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
20/01/2016 9:43 AM,Brisbane City,Invoice,16-00024072,Invoice Status updated from Incomplete to Processed,132691,787692834624,Protein Bars,Flush FitnessPty Ltd,-1,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0
20/01/2016 9:43 AM,Brisbane City,Invoice,16-00024072,Fulfilled items removed from allocation,132691,787692834624,Protein Bars,Flush FitnessPty Ltd,0,0,-1,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
20/01/2016 9:43 AM,Brisbane City,Invoice,16-00024072,Invoice Status updated from Incomplete to Processed,132692,787692834648,Protein Bars,Flush FitnessPty Ltd,-1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
20/01/2016 9:43 AM,Brisbane City,Invoice,16-00024072,Fulfilled items removed from allocation,132692,787692834648,Protein Bars,Flush FitnessPty Ltd,0,0,-1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
20/01/2016 9:44 AM,Brisbane City,Invoice,16-00024074,Invoice Status updated from Incomplete to Processed,132707,9315771009703,Protein Bars,Health World Pty Ltd,-1,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0
20/01/2016 9:44 AM,Brisbane City,Invoice,16-00024074,Fulfilled items removed from allocation,132707,9315771009703,Protein Bars,Health World Pty Ltd,0,0,-1,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
20/01/2016 9:44 AM,Brisbane City,Invoice,16-00024074,Invoice Status updated from Incomplete to Processed,130387,888849000005,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,66,0,1,0,0,0,0,0,0
