"<![CDATA[ &nbsp; - ]]>Bring up top address?","<![CDATA[ &nbsp; - ]]>先頭アドレスを持ち出す？"
"Capitalise shipping labels?","出荷ラベルをCapitalise？"
"Category translation","カテゴリ翻訳"
"Color attribute","カラー属性"
"Color X-pos.","カラーX-POS。"
"Column mapping","列マッピング"
"Columns Y-X-pos.","列Y-X-POS。"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'Combined Packing Sheet/Invoice' grouped by Order ID?","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]> シート/注文IDによってグループ化された請求書を梱包組み合わせ？"
"Comments","注釈"
"<![CDATA[ &nbsp; - ]]>Company address","<![CDATA[ &nbsp; - ]]>会社所在地"
"Company address : Color","会社の住所：カラー"
"Company address : Font","会社の住所：フォント"
"Company address : Size","会社の住所：サイズ"
"Company address : Style","会社住所：スタイル"
"<![CDATA[ &nbsp; - ]]>Company address, Default","<![CDATA[ &nbsp; - ]]>会社の住所、デフォルト"
"<![CDATA[ &nbsp; - ]]>Company address, Group 1","<![CDATA[ &nbsp; - ]]>会社の住所、グループ1"
"<![CDATA[ &nbsp; - ]]>Company address, Group 2","<![CDATA[ &nbsp; - ]]>会社の住所、グループ2"
"<![CDATA[ &nbsp; - ]]>Company address, Group 3","<![CDATA[ &nbsp; - ]]>会社の住所、グループ3"
"Condition","条件"
"Cost (base) to (display) exchange rate","（ディスプレイ）為替レートへのコスト（ベース）"
"Cost currency prefix","コスト通貨プレフィックス"
"Cost multiplier","原価乗数"
"CSV (Order-combined Products) Options","CSV（オーダー複合製品）オプション"
"CSV (Order-separated Products) Options","CSVファイル（注文区切ら製品）オプション"
"CSV (Orders) Options","CSVファイル（注文）オプション"
"CSV field separator","CSVファイルのフィールド·セパレータ"
"<![CDATA[ &nbsp; - ]]>Custom font file","<![CDATA[ &nbsp; - ]]>カスタムフォントファイル"
"Custom Message : Background Color","カスタムメッセージ：背景色"
"Custom Message : Color","カスタムメッセージ：カラー"
"Custom Message : Font","カスタムメッセージ：フォント"
"Custom Message : Size","カスタムメッセージ：サイズ"
"Custom Message : Style","カスタムメッセージ：スタイル"
"<![CDATA[ &nbsp; - ]]>Custom options column title","<![CDATA[ &nbsp; - ]]>カスタムオプションの列のタイトル"
"<![CDATA[ &nbsp; - ]]>Custom page title","<![CDATA[ &nbsp; - ]]>カスタムページタイトル"
"<![CDATA[ &nbsp; - ]]>Custom text image","<![CDATA[ &nbsp; - ]]>カスタムテキスト画像"
"Custom text under product list?","製品リストの下にカスタムテキスト？"
"Custom Value","カスタム値"
"Customer Address X-pos.","顧客のアドレスX-POS。"
"Customer Comments","顧客のコメント"
"Customer ID (Footer) X-pos.","顧客ID（フッター）は、X-POS。"
"Customer ID X-pos.","お客様ID、X-POS。"
"Customer name X-pos.","顧客名X-POS。"
"Customize page title?","ページのタイトルをカスタマイズする？"
"Date format","日付の形式"
"Day","日"
"<![CDATA[ &nbsp; &nbsp; - ]]>Deadline text","<![CDATA[ &nbsp; &nbsp; - ]]>締め切りテキスト"
"<![CDATA[ &nbsp; &nbsp; - ]]>Don't count these custom option SKUs :","<![CDATA[ &nbsp; &nbsp; - ]]>ドンtはこれらのカスタムオプションのSKUを数える："
"Don't count these custom option SKUs :","ドンtはこれらのカスタムオプションのSKUを数える："
"Double-line spacing?","二重線の間隔は？"
"Email: Body","メール：ボディ"
"Email: Send To","メール：送る"
"Email: Sender","電子メール：送信者"
"Email: Subject","メール：件名"
"Export: Path","エクスポート：パス"
"Extra attribute position","余分な属性の位置"
"<![CDATA[ &nbsp; - ]]>Fill columns titlebar?","<![CDATA[ &nbsp; - ]]>タイトルバーの列を埋める？"
"Filter by supplier?","サプライヤーによるフィルタ？"
"<![CDATA[ &nbsp; - ]]>Filter order notes?","<![CDATA[ &nbsp; - ]]>オーダーノートをフィルタリング？"
"<![CDATA[ &nbsp; - ]]>Filter out some options?","<![CDATA[ &nbsp; - ]]>いくつかのオプションを除外？"
"Filter out some options?","いくつかのオプションを除外？"
"<![CDATA[ &nbsp; &nbsp; - ]]>Filter out these custom option SKUs :","<![CDATA[ &nbsp; &nbsp; - ]]>これらのカスタムオプションのSKUを除外する："
"Filter out these custom option SKUs :","これらのカスタムオプションのSKUを除外する："
"<![CDATA[ &nbsp; - ]]>Filter text (don't show notes containg this text)","<![CDATA[ &nbsp; - ]]>フィルタテキスト（このテキストをcontaingドントンショーノート）"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Filter text (don't show notes containg this text)","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>フィルタテキスト（このテキストをcontaingドントンショーノート）"
"Filter/Split which PDFs?","そのPDFファイル/スプリットをフィルタリング？"
"Font size (Overall)","フォントサイズ（全体）"
"Font size (Product Lines)","フォントサイズ（製品ライン）"
"<![CDATA[ &nbsp; - ]]>Font size (Return address)","<![CDATA[ &nbsp; - ]]>フォントサイズ（リターンアドレス）"
"<![CDATA[ &nbsp; - ]]>Font size (Shipping address)","<![CDATA[ &nbsp; - ]]>フォントサイズ（配送先住所）"
"<![CDATA[ &nbsp; - ]]>Format product options?","<![CDATA[ &nbsp; - ]]>フォーマット製品のオプション？"
"FTP host","FTPホスト"
"FTP password","FTPパスワード"
"FTP port","FTPポート"
"FTP user","FTPユーザ"
"General Options","一般的なオプション"
"Gift Message : Background Color","ギフトメッセージ：背景色"
"Gift Message : Color","ギフトメッセージ：カラー"
"Gift Message : Font","ギフトメッセージ：フォント"
"Gift Message : Size","ギフトメッセージ：サイズ"
"Gift Message : Style","ギフトメッセージ：スタイル"
"Group by Category?","カテゴリ別のグループ？"
"Group With Other Prints","その他のプリントを使ってグループ"
"<![CDATA[ &nbsp; - ]]>Header logo","<![CDATA[ &nbsp; - ]]>ヘッダーロゴ"
"<![CDATA[ &nbsp; - ]]>Hide prices if a gift order?","<![CDATA[ &nbsp; - ]]>ギフト注文いただく価格を非表示にするには？"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Hide these groups :","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>これらのグループを非表示にする："
"Hide this' country name' :","この国の名前を非表示にする："
"Horizontal bars : Background Color","水平バー：背景色"
"<![CDATA[ &nbsp; - ]]>Image behind return address?","<![CDATA[ &nbsp; - ]]>リターンアドレスの背後にある画像？"
"<![CDATA[ &nbsp; - ]]>Image behind ship address?","<![CDATA[ &nbsp; - ]]>船のアドレスの後ろにImage？"
"<![CDATA[ &nbsp; - ]]>Image border color","<![CDATA[ &nbsp; - ]]>画像の枠線の色"
"<![CDATA[ &nbsp; &nbsp; &nbsp; - ]]>Image file","<![CDATA[ &nbsp; &nbsp; &nbsp; - ]]>画像ファイル"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Image file","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>画像ファイル"
"<![CDATA[ &nbsp; &nbsp; &nbsp; - ]]>Image position nudge","<![CDATA[ &nbsp; &nbsp; &nbsp; - ]]>画像位置のナッジ"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Image position nudge","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>画像位置のナッジ"
"Images column title","画像列のタイトル"
"Include customer phone in addresses?","アドレスの顧客の電話を含めますか？"
"Include order notes?","オーダーノートが含まれています？"
"Include shipping country in addresses?","アドレスの船積みの国を含めますか？"
"<![CDATA[ &nbsp; - ]]>Invert some of the title colors...","<![CDATA[ &nbsp; - ]]>タイトルの色の一部を反転..."
"Invoice Address","請求書の住所"
"Invoice Options","請求書オプション"
"Item count","アイテム数"
"Items column title","アイテム欄のタイトル"
"<![CDATA[ &nbsp; - ]]>Label height","<![CDATA[ &nbsp; - ]]>ラベルの高さ"
"<![CDATA[ &nbsp; - ]]>Label padding","<![CDATA[ &nbsp; - ]]>ラベルパディング"
"<![CDATA[ &nbsp; - ]]>Label width","<![CDATA[ &nbsp; - ]]>ラベルの幅"
"<![CDATA[ &nbsp; - ]]>Line above fixed footer image?","<![CDATA[ &nbsp; - ]]>固定フッター画像上の行？"
"<![CDATA[ &nbsp; - ]]>Lock image to page base?","<![CDATA[ &nbsp; - ]]>ページベースにイメージをロック？"
"<![CDATA[ &nbsp; - ]]>Logo position","<![CDATA[ &nbsp; - ]]>ロゴの位置"
"<![CDATA[ &nbsp; - ]]>Match shipping description :","<![CDATA[ &nbsp; - ]]>輸送記述に一致します。"
"<![CDATA[ &nbsp; - ]]>Max dimensions","<![CDATA[ &nbsp; - ]]>最大寸法"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Max weight per box","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>ボックスあたりの最大重量"
"Middle of page","ページの真ん中"
"Minimum stock qty","最小在庫数量"
"Moogento","Moogento"
"No of Items per page","ページあたりの表示アイテム数無し"
"<![CDATA[ &nbsp; - ]]>Nudge' Packed by' note","<![CDATA[ &nbsp; - ]]>ノートによって詰めナッジ"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Nudge 2nd custom title","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>第二カスタムタイトルをナッジ"
"<![CDATA[ &nbsp; - ]]>Nudge background image","<![CDATA[ &nbsp; - ]]>背景画像をナッジ"
"<![CDATA[ &nbsp; - ]]>Nudge fixed image","<![CDATA[ &nbsp; - ]]>固定されたイメージをナッジ"
"<![CDATA[ &nbsp; - ]]>Nudge gift message","<![CDATA[ &nbsp; - ]]>ギフトメッセージをナッジ"
"<![CDATA[ &nbsp; - ]]>Nudge image","<![CDATA[ &nbsp; - ]]>画像をナッジ"
"<![CDATA[ &nbsp; - ]]>Nudge order notes","<![CDATA[ &nbsp; - ]]>オーダーノートをナッジ"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Nudge order notes","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>オーダーノートをナッジ"
"<![CDATA[ &nbsp; - ]]>Nudge product line","<![CDATA[ &nbsp; - ]]>製品ラインを微調整"
"<![CDATA[ &nbsp; - ]]>Nudge return address","<![CDATA[ &nbsp; - ]]>リターンアドレスをナッジ"
"<![CDATA[ &nbsp; - ]]>Nudge return label","<![CDATA[ &nbsp; - ]]>返品ラベルをナッジ"
"Nudge shelving","棚上げナッジ"
"<![CDATA[ &nbsp; - ]]>Nudge shipping address","<![CDATA[ &nbsp; - ]]>配送先住所をナッジ"
"Nudge shipping address","配送先住所をナッジ"
"Order Attribute","order属性"
"<![CDATA[ &nbsp; &nbsp; - ]]>Order attribute code","<![CDATA[ &nbsp; &nbsp; - ]]>order属性コード"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Order attribute code","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>order属性コード"
"Order Attribute Value","order属性値"
"Order date X-pos.","注文日X-POS。"
"Order ID (Footer) X-pos.","注文ID（フッター）は、X-POS。"
"Order ID X-pos.","オーダーID X-POS。"
"<![CDATA[ &nbsp; - ]]>Order of subtotals","<![CDATA[ &nbsp; - ]]>小計の順序"
"Order-combined Pick List Options","オーダー複合ピック·リスト·オプション"
"Order-separated Pick List Options","順序で区切られたリストのオプションを選んでください"
"Orders with In Stock Items Only","在庫がある商品に付き注文のみ"
"Output as PDF or CSV?","PDF形式またはCSVとして出力？"
"Output Excel XML file (instead of CSV)","出力Excel XMLファイル（CSVの代わりに）"
"<![CDATA[ &nbsp; - ]]>Override' Minimum stock qty'","<![CDATA[ &nbsp; - ]]>最低限の在庫数量を上書き"
"Override default address formatting?","デフォルトのアドレス書式を上書き？"
"Packing Sheet Options","シートオプションをパッキング"
"Packing Sheet Products : Separating Line Color","区切り線の色：シート製品のパッキング"
"Packing Sheet Products : Separating Vertical Line Color","シート製品のパッキング：垂直線の色を分ける"
"Page 1 Product-lines cutoff Y-pos","Page 1製品-ラインカットY-POS"
"Page Body : Color","ページ本体：カラー"
"Page Body : Font","ページ本体：フォント"
"Page Body : Size","ページ本体：サイズ"
"Page Body : Style","ページ本体：スタイル"
"<![CDATA[ &nbsp; - ]]>Page padding","<![CDATA[ &nbsp; - ]]>ページのパディング"
"Page size","ページサイズ"
"Page template :","ページテンプレート："
"Page title : Color","ページタイトル：カラー"
"Page title : Font","ページタイトル：フォント"
"Page title : Size","ページタイトル：サイズ"
"Page title : Style","ページタイトル：スタイル"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Pallet' go' weight","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>パレットは、重量を行く"
"Paper height","用紙の高さ"
"<![CDATA[ &nbsp; - ]]>Paper margins","<![CDATA[ &nbsp; - ]]>用紙の余白"
"Paper width","用紙幅"
"PDF/CSV Out-of-stock List Options","PDF / CSV形式在庫切れのリストオプション"
"pickPack","pickPack"
"pickPack Validation Key","pickPack検証鍵"
"<![CDATA[ &nbsp; - ]]>Position custom text box","<![CDATA[ &nbsp; - ]]>位置カスタムテキストボックス"
"<![CDATA[ &nbsp; - ]]>Position of notes :","<![CDATA[ &nbsp; - ]]>音符の位置："
"Position of shelving info","棚上げ情報の位置"
"Pre-cells","プリ細胞"
"Price column title","価格列のタイトル"
"Price X-pos.","価格X-POS。"
"Print Condition","印刷条件"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'Product images' column","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]> 商品画像列"
"<![CDATA[ &nbsp; - ]]>Product list sort direction :","<![CDATA[ &nbsp; - ]]>製品一覧のソート方向："
"Product list sort direction :","製品一覧のソート方向："
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'Product name' column","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]> 製品名列"
"Product name position","製品名の位置"
"Product name X-pos.","製品名X-POS。"
"Product names or attributes contain non-roman characters?","製品名または属性は、非ローマ文字を含んでいる？"
"Product Options : Size","製品オプション：サイズ"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'Qty' column","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]> Qty列"
"Qty column title","Qty列のタイトル"
"Qty X-pos.","数量X-POS。"
"<![CDATA[ &nbsp; - ]]>Return address","<![CDATA[ &nbsp; - ]]>アドレスを返す"
"<![CDATA[ &nbsp; - ]]>return address - Default","<![CDATA[ &nbsp; - ]]>リターン·アドレス - デフォルト"
"<![CDATA[ &nbsp; - ]]>return address - Group 1","<![CDATA[ &nbsp; - ]]>リターン·アドレス - グループ1"
"<![CDATA[ &nbsp; - ]]>return address - Group 2","<![CDATA[ &nbsp; - ]]>リターン·アドレス - グループ2"
"<![CDATA[ &nbsp; - ]]>return address - Group 3","<![CDATA[ &nbsp; - ]]>リターン·アドレス - グループ3"
"<![CDATA[ &nbsp; - ]]>Return Address Label : Color","<![CDATA[ &nbsp; - ]]>カラー：住所ラベルを返す"
"<![CDATA[ &nbsp; - ]]>Return Address Label : Font","<![CDATA[ &nbsp; - ]]>リターンアドレスのラベル：フォント"
"<![CDATA[ &nbsp; - ]]>Return Address Label : Size","<![CDATA[ &nbsp; - ]]>リターンアドレスのラベル：サイズ"
"<![CDATA[ &nbsp; - ]]>Return Address Label : Style","<![CDATA[ &nbsp; - ]]>スタイル：住所ラベルを返す"
"Round cost by ? decimal places","することにより、コストを丸める？小数点以下の桁"
"Round weight by ? decimal places","重量を丸める？小数点以下の桁"
"Select Order Attribute To Update","更新するための属性を選択します"
"Set Internal Printed Flag?","装置内部のプリントフラグを設定しますか？"
"Set the currency symbol","通貨記号を設定"
"Shelving attribute","属性を棚上げ"
"Shelving position","棚上げ位置"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'ship-address' and' bill-address' column format","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]> 船舶アドレスと請求先住所の列形式"
"Shipping Address","配送先住所"
"<![CDATA[ &nbsp; - ]]>Shipping address padding","<![CDATA[ &nbsp; - ]]>配送先住所のパディング"
"<![CDATA[ &nbsp; - ]]>Shipping address title","<![CDATA[ &nbsp; - ]]>配送先住所のタイトル"
"<![CDATA[ &nbsp; - ]]>Shipping Image #1","<![CDATA[ &nbsp; - ]]>配送イメージ＃1"
"<![CDATA[ &nbsp; - ]]>Shipping Image #2","<![CDATA[ &nbsp; - ]]>配送イメージ＃2"
"<![CDATA[ &nbsp; - ]]>Shipping Image #3","<![CDATA[ &nbsp; - ]]>配送画像＃3"
"Shipping/Billing Title : Style","送料/お支払いタイトル：スタイル"
"<![CDATA[ &nbsp; - ]]>Show' Message B' for this group :","<![CDATA[ &nbsp; - ]]>このグループに対してメッセージBを表示する："
"Show' Packed by' note?","ノートによって詰め表示しますか？"
"Show' total item count'?","総アイテム数を表示しますか？"
"Show' total order count'?","合計注文数を表示しますか？"
"Show' total paid'?","合計支払っを表示しますか？"
"Show' total shipping paid'?","支払った合計出荷を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show #Order or #Invoice","<![CDATA[ &nbsp; - ]]>注文番号または＃請求書を表示する"
"<![CDATA[ &nbsp; - ]]>Show 2nd attribute?","<![CDATA[ &nbsp; - ]]>第二属性を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show 2nd order custom attribute?","<![CDATA[ &nbsp; - ]]>2次のカスタム属性を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show 3rd attribute?","<![CDATA[ &nbsp; - ]]>第三属性を表示しますか？"
"Show advanced options?","高度なオプションを表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show another attribute?","<![CDATA[ &nbsp; - ]]>別の属性を表示しますか？"
"Show another attribute?","別の属性を表示しますか？"
"Show BetaBoxes?","BetaBoxesを表示しますか？"
"Show billing address at top?","上部に請求先住所を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show Box 1?","<![CDATA[ &nbsp; - ]]>ボックス1を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show Box 2?","<![CDATA[ &nbsp; - ]]>ボックス2を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show Box 3?","<![CDATA[ &nbsp; - ]]>ボックス3を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show box estimation?","<![CDATA[ &nbsp; - ]]>ボックスの推定を表示しますか？"
"Show cost subtotal?","コスト小計表示しますか？"
"Show custom product attribute?","カスタム製品​​の属性を表示しますか？"
"Show custom product options?","カスタム製品​​オプションを表示しますか？"
"Show customer email?","顧客の電子メールを表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show customer group?","<![CDATA[ &nbsp; - ]]>顧客グループを表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show customer ID?","<![CDATA[ &nbsp; - ]]>顧客IDを表示しますか？"
"Show customer phone?","顧客の電話を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show customer VAT number?","<![CDATA[ &nbsp; - ]]>顧客の付加価値税（VAT）番号を表示しますか？"
"Show date printed?","日付が印刷され表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show deadline text / date?","<![CDATA[ &nbsp; - ]]>締め切りテキスト/日付を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show discounts where?","<![CDATA[ &nbsp; - ]]>割引場所を表示しますか？"
"Show extended info line?","拡張された情報ラインを表示しますか？"
"Show extra shipping details?","別途送料の詳細を表示しますか？"
"Show gift message?","ギフトメッセージを表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show items count?","<![CDATA[ &nbsp; - ]]>アイテムカウントを表示しますか？"
"Show logo on Pick Lists?","ピックリストのロゴを表示しますか？"
"Show name?","名前を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show order custom attribute?","<![CDATA[ &nbsp; - ]]>オーダーカスタム属性を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show order ID above address?","<![CDATA[ &nbsp; - ]]>アドレス上記の注文IDを表示しますか？"
"Show Order ID barcode?","注文IDのバーコードを表示しますか？"
"Show order ID barcodes?","注文IDのバーコードを表示しますか？"
"Show Order IDs?","オーダーIDを表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show payment method?","<![CDATA[ &nbsp; - ]]>支払方法を表示しますか？"
"Show phone numbers?","電話番号を表示しますか？"
"Show prices?","価格を表示しますか？"
"Show product images?","商品画像を表示しますか？"
"Show product name?","製品名を表示しますか？"
"Show product names?","製品名を表示しますか？"
"Show product options?","製品オプションを表示しますか？"
"Show product sku barcode?","製品SKUのバーコードを表示しますか？"
"Show product sku?","製品SKUを表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show purchase order #?","<![CDATA[ &nbsp; - ]]>注文番号を購入し表示しますか？"
"Show shelving info?","棚上げ情報を表示しますか？"
"Show shipping address at top?","上部に配送先住所を表示しますか？"
"Show shipping address?","船積みの住所を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show shipping carrier?","<![CDATA[ &nbsp; - ]]>船積みのキャリアを表示しますか？"
"Show shipping method?","配送方法を表示しますか？"
"Show SKU?","SKUを表示しますか？"
"Show specific attribute?","特定の属性を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show stock alert below...","<![CDATA[ &nbsp; - ]]>以下株式警告を表示..."
"Show stock alert below...","以下株式警告を表示..."
"Show stock alerts?","入荷お知らせメールを表示しますか？"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Show tax breakdown?","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>税の内訳を表示しますか？"
"<![CDATA[ &nbsp; - ]]>Show tax separately?","<![CDATA[ &nbsp; - ]]>別に税を表示しますか？"
