"<![CDATA[ &nbsp; - ]]>Filter out some options?","<![CDATA[ &nbsp; - ]]>Filtrera bort vissa alternativ?"
"Filter out some options?","Filtrera bort vissa alternativ?"
"<![CDATA[ &nbsp; &nbsp; - ]]>Filter out these custom option SKUs :","<![CDATA[ &nbsp; &nbsp; - ]]>Filtrera bort anpassade alternativ för dessa SKUs :"
"Filter out these custom option SKUs :","Filtrera bort anpassade alternativ för dessa SKUs :"
"<![CDATA[ &nbsp; - ]]>Filter text (don't show notes containg this text)","<![CDATA[ &nbsp; - ]]>Filtrera text (visa ej anteckningar som innehåller denna text)"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Filter text (don't show notes containg this text)","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Filtrera text (visa ej anteckningar som innehåller denna text)"
"Filter/Split which PDFs?","Filtrera/Splitta vilka PDF-filer?"
"Font size (Overall)","Teckenstorlek (allmänt)"
"Font size (Product Lines)","Teckenstorlek (produktrader)"
"<![CDATA[ &nbsp; - ]]>Font size (Return address)","<![CDATA[ &nbsp; - ]]>Teckenstorlek (Returadress)"
"<![CDATA[ &nbsp; - ]]>Font size (Shipping address)","<![CDATA[ &nbsp; - ]]>Teckenstorlek (leveransadress)"
"<![CDATA[ &nbsp; - ]]>Format product options?","<![CDATA[ &nbsp; - ]]>Format produktalternativ?"
"FTP host","FTP-värd"
"FTP password","FTP-lösenord"
"FTP port","FTP-port"
"FTP user","FTP-användare"
"General Options","Allmänna alternativ"
"Gift Message : Background Color","Presentmeddelande: Bakgrundsfärg"
"Gift Message : Color","Presentmeddelande: Färg"
"Gift Message : Font","Presentmeddelande: Font"
"Gift Message : Size","Presentmeddelande: Storlek"
"Gift Message : Style","Presentmeddelande: Stil"
"Group by Category?","Gruppera efter kategori?"
"Group With Other Prints","Gruppera med andra Utskrifter"
"<![CDATA[ &nbsp; - ]]>Header logo","<![CDATA[ &nbsp; - ]]>Header logo"
"<![CDATA[ &nbsp; - ]]>Hide prices if a gift order?","<![CDATA[ &nbsp; - ]]>Göm priser för order som är en gåva?"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Hide these groups :","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Göm dessa grupper:"
"Hide this' country name' :","Dölj det här landet:"
"Horizontal bars : Background Color","Horisontella staplar: Bakgrundsfärg"
"<![CDATA[ &nbsp; - ]]>Image behind return address?","<![CDATA[ &nbsp; - ]]>Bild bakom returadress?"
"<![CDATA[ &nbsp; - ]]>Image behind ship address?","<![CDATA[ &nbsp; - ]]>Bild bakom leveransadress?"
"<![CDATA[ &nbsp; - ]]>Image border color","<![CDATA[ &nbsp; - ]]>Bild kantfärg"
"<![CDATA[ &nbsp; &nbsp; &nbsp; - ]]>Image file","<![CDATA[ &nbsp; &nbsp; &nbsp; - ]]>Bildfil"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Image file","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Bildfil"
"<![CDATA[ &nbsp; &nbsp; &nbsp; - ]]>Image position nudge","<![CDATA[ &nbsp; &nbsp; &nbsp; - ]]>Bildposition indrag"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Image position nudge","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Bildposition indrag"
"Images column title","Bilder kolumnrubrik"
"Include customer phone in addresses?","Inkludera kundens telefon i adresser?"
"Include order notes?","Inkludera orderanteckningar?"
"Include shipping country in addresses?","Inkludera leveransland i adresser?"
"<![CDATA[ &nbsp; - ]]>Invert some of the title colors...","<![CDATA[ &nbsp; - ]]>Invertera några av titeln färger ..."
"Invoice Address","Fakturaadress"
"Invoice Options","Fakturaalternativ"
"Item count","Antal artiklar"
"Items column title","Artiklar kolumnrubrik"
"<![CDATA[ &nbsp; - ]]>Label height","<![CDATA[ &nbsp; - ]]>Etiketthöjd"
"<![CDATA[ &nbsp; - ]]>Label padding","<![CDATA[ &nbsp; - ]]>Etikett padding"
"<![CDATA[ &nbsp; - ]]>Label width","<![CDATA[ &nbsp; - ]]>Etikettbredd"
"<![CDATA[ &nbsp; - ]]>Line above fixed footer image?","<![CDATA[ &nbsp; - ]]>Linje över fast sidfotsbild?"
"<![CDATA[ &nbsp; - ]]>Lock image to page base?","<![CDATA[ &nbsp; - ]]>Lås bild till sidfoten?"
"<![CDATA[ &nbsp; - ]]>Logo position","<![CDATA[ &nbsp; - ]]>Logo position"
"<![CDATA[ &nbsp; - ]]>Match shipping description :","<![CDATA[ &nbsp; - ]]>Matcha Fraktbeskrivning :"
"<![CDATA[ &nbsp; - ]]>Max dimensions","<![CDATA[ &nbsp; - ]]>Max mått"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Max weight per box","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Max vikt per låda"
"Middle of page","Mitten av sidan"
"Minimum stock qty","Minsta lagerantal"
"Moogento","Moogento"
"No of Items per page","Antal produkter per sida"
"<![CDATA[ &nbsp; - ]]>Nudge' Packed by' note","<![CDATA[ &nbsp; - ]]>Indrag för 'Packad av' notering"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Nudge 2nd custom title","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Indrag 2:a anpassade titeln"
"<![CDATA[ &nbsp; - ]]>Nudge background image","<![CDATA[ &nbsp; - ]]>Indrag bakgrundsbild"
"<![CDATA[ &nbsp; - ]]>Nudge fixed image","<![CDATA[ &nbsp; - ]]>Indrag fast bild"
"<![CDATA[ &nbsp; - ]]>Nudge gift message","<![CDATA[ &nbsp; - ]]>Indrag presentmeddelande"
"<![CDATA[ &nbsp; - ]]>Nudge image","<![CDATA[ &nbsp; - ]]>Indrag bild"
"<![CDATA[ &nbsp; - ]]>Nudge order notes","<![CDATA[ &nbsp; - ]]>Indrag orderanteckningar"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Nudge order notes","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Indrag orderanteckningar"
"<![CDATA[ &nbsp; - ]]>Nudge product line","<![CDATA[ &nbsp; - ]]>Indrag produktrad"
"<![CDATA[ &nbsp; - ]]>Nudge return address","<![CDATA[ &nbsp; - ]]>Indrag returadress"
"<![CDATA[ &nbsp; - ]]>Nudge return label","<![CDATA[ &nbsp; - ]]>Indrag returetikett"
"Nudge shelving","Indrag hyllor"
"<![CDATA[ &nbsp; - ]]>Nudge shipping address","<![CDATA[ &nbsp; - ]]>Indrag leveransadress"
"Nudge shipping address","Indrag leveransadress"
"Order Attribute","Orderattribut"
"<![CDATA[ &nbsp; &nbsp; - ]]>Order attribute code","<![CDATA[ &nbsp; &nbsp; - ]]>Orderattribut kod"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Order attribute code","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Orderattribut kod"
"Order Attribute Value","Orderattribut värde"
"Order date X-pos.","Orderdatum X-pos."
"Order ID (Footer) X-pos.","Ordernummer (sidfot) X-pos."
"Order ID X-pos.","Ordernummer X-pos."
"<![CDATA[ &nbsp; - ]]>Order of subtotals","<![CDATA[ &nbsp; - ]]>Ordning delsummor"
"Order-combined Pick List Options","Orderkombinerad Plocklista Alternativ"
"Order-separated Pick List Options","Orderseparerad Plocklista Alternativ"
"Orders with In Stock Items Only","Beställningar med endast varor som finns på lager"
"Output as PDF or CSV?","Output som PDF eller CSV?"
"Output Excel XML file (instead of CSV)","Output Excel XML-fil (istället för CSV)"
"<![CDATA[ &nbsp; - ]]>Override' Minimum stock qty'","<![CDATA[ &nbsp; - ]]>Åsidosätt Minsta lagerantal"
"Override default address formatting?","Åsidosätt formatering för standardadress?"
"Packing Sheet Options","Plocklista alternativ"
"Packing Sheet Products : Separating Line Color","Plocklista produkter : Separarationsfärg linje"
"Packing Sheet Products : Separating Vertical Line Color","Plocklista produkter : Separarationsfärg vertikal linje"
"Page 1 Product-lines cutoff Y-pos","Sida 1 Produktrader brytgräns Y-pos"
"Page Body : Color","Sida Body: Färg"
"Page Body : Font","Sida Body: Font"
"Page Body : Size","Sida Body: Storlek"
"Page Body : Style","Sida Body: Stil"
"<![CDATA[ &nbsp; - ]]>Page padding","<![CDATA[ &nbsp; - ]]>Sida padding"
"Page size","Sidstorlek"
"Page template :","Sidmall:"
"Page title : Color","Sidrubrik: Färg"
"Page title : Font","Sidrubrik: Font"
"Page title : Size","Sidrubrik: Storlek"
"Page title : Style","Sidrubrik: Stil"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Pallet' go' weight","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Pall' go' vikt"
"Paper height","Pappershöjd"
"<![CDATA[ &nbsp; - ]]>Paper margins","<![CDATA[ &nbsp; - ]]>Pappersmarginaler"
"Paper width","Pappersbredd"
"PDF/CSV Out-of-stock List Options","PDF/CSV Slut på lager Listalternativ"
"pickPack","pickPack"
"pickPack Validation Key","pickPack Valideringsnyckel"
"<![CDATA[ &nbsp; - ]]>Position custom text box","<![CDATA[ &nbsp; - ]]>Placering för anpassad textruta"
"<![CDATA[ &nbsp; - ]]>Position of notes :","<![CDATA[ &nbsp; - ]]>Placering av kommentarer :"
"Position of shelving info","Placering av hyllinfo"
"Pre-cells","Pre-celler"
"Price column title","Pris kolumnrubrik"
"Price X-pos.","Pris X-pos."
"Print Condition","Skriv ut Villkor"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'Product images' column","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]> Produktbilder kolumn"
"<![CDATA[ &nbsp; - ]]>Product list sort direction :","<![CDATA[ &nbsp; - ]]>Produktlista sorteringsordning :"
"Product list sort direction :","Produktlista sorteringsordning :"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'Product name' column","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]> Produktnamn kolumn"
"Product name position","Produktnamn position"
"Product name X-pos.","Produktnamn X-pos."
"Product names or attributes contain non-roman characters?","Innehåller Produktnamn eller attribut icke-latinska bokstäver?"
"Product Options : Size","Produktalternativ : Storlek"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'Qty' column","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]> Antal kolumn"
"Qty column title","Antal kolumnrubrik"
"Qty X-pos.","Antal X-pos."
"<![CDATA[ &nbsp; - ]]>Return address","<![CDATA[ &nbsp; - ]]>Returadress"
"<![CDATA[ &nbsp; - ]]>return address - Default","<![CDATA[ &nbsp; - ]]>returadress - Standard"
"<![CDATA[ &nbsp; - ]]>return address - Group 1","<![CDATA[ &nbsp; - ]]>returadress - Grupp 1"
"<![CDATA[ &nbsp; - ]]>return address - Group 2","<![CDATA[ &nbsp; - ]]>returadress - Grupp 2"
"<![CDATA[ &nbsp; - ]]>return address - Group 3","<![CDATA[ &nbsp; - ]]>returadress - Grupp 3"
"<![CDATA[ &nbsp; - ]]>Return Address Label : Color","<![CDATA[ &nbsp; - ]]>Returadressetikett : Färg"
"<![CDATA[ &nbsp; - ]]>Return Address Label : Font","<![CDATA[ &nbsp; - ]]>Returadressetikett : Font"
"<![CDATA[ &nbsp; - ]]>Return Address Label : Size","<![CDATA[ &nbsp; - ]]>Returadressetikett : Storlek"
"<![CDATA[ &nbsp; - ]]>Return Address Label : Style","<![CDATA[ &nbsp; - ]]>Returadressetikett : Stil"
"Round cost by ? decimal places","Avrunda kostnader med ? decimaler"
"Round weight by ? decimal places","Avrunda vikt med ? decimaler"
"Select Order Attribute To Update","Välj Orderattribut att uppdatera"
"Set Internal Printed Flag?","Sätt Intern (printed) Flagga?"
"Set the currency symbol","Ställ in valutasymbolen"
"Shelving attribute","Hyllattribut"
"Shelving position","Hyllattribut position"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'ship-address' and' bill-address' column format","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'leveransadress' och' faktureringsadress' kolumnformat"
"Shipping Address","Leveransadress"
"<![CDATA[ &nbsp; - ]]>Shipping address padding","<![CDATA[ &nbsp; - ]]>Leveransadress padding"
"<![CDATA[ &nbsp; - ]]>Shipping address title","<![CDATA[ &nbsp; - ]]>Leveransadress titel"
"<![CDATA[ &nbsp; - ]]>Shipping Image #1","<![CDATA[ &nbsp; - ]]>Fraktbild #1"
"<![CDATA[ &nbsp; - ]]>Shipping Image #2","<![CDATA[ &nbsp; - ]]>Fraktbild #2"
"<![CDATA[ &nbsp; - ]]>Shipping Image #3","<![CDATA[ &nbsp; - ]]>Fraktbild #3"
"Shipping/Billing Title : Style","Frakt/Faktura Titel: Stil"
"<![CDATA[ &nbsp; - ]]>Show' Message B' for this group :","<![CDATA[ &nbsp; - ]]>Visa' meddelande B' för denna grupp:"
"Show' Packed by' note?","Visa' Packad av' notering?"
"Show' total item count'?","Visa' totalt antal artiklar'?"
"Show' total order count'?","Visa' totalt antal ordrar'?"
"Show' total paid'?","Visa' totalt betalt'?"
"Show' total shipping paid'?","Visa den' totala fraktkostnaden'?"
"<![CDATA[ &nbsp; - ]]>Show #Order or #Invoice","<![CDATA[ &nbsp; - ]]>Visa #Order eller #Faktura"
"<![CDATA[ &nbsp; - ]]>Show 2nd attribute?","<![CDATA[ &nbsp; - ]]>Visa 2:a attribut?"
"<![CDATA[ &nbsp; - ]]>Show 2nd order custom attribute?","<![CDATA[ &nbsp; - ]]>Visa 2:a anpassade orderattribut?"
"<![CDATA[ &nbsp; - ]]>Show 3rd attribute?","<![CDATA[ &nbsp; - ]]>Visa 3:e attribut?"
"Show advanced options?","Visa avancerade alternativ?"
"<![CDATA[ &nbsp; - ]]>Show another attribute?","<![CDATA[ &nbsp; - ]]>Visa ytterligare attribut?"
"Show another attribute?","Visa annat attribut?"
"Show BetaBoxes?","Visa Beta Boxar?"
"Show billing address at top?","Visa faktureringsadress längst upp?"
"<![CDATA[ &nbsp; - ]]>Show Box 1?","<![CDATA[ &nbsp; - ]]>Visa ruta 1?"
"<![CDATA[ &nbsp; - ]]>Show Box 2?","<![CDATA[ &nbsp; - ]]>Visa Ruta 2?"
"<![CDATA[ &nbsp; - ]]>Show Box 3?","<![CDATA[ &nbsp; - ]]>Visa Ruta 3?"
"<![CDATA[ &nbsp; - ]]>Show box estimation?","<![CDATA[ &nbsp; - ]]>Visa box uppskattning?"
"Show cost subtotal?","Visa delsumma?"
"Show custom product attribute?","Visa anpassat produktattribut?"
"Show custom product options?","Visa anpassade produktalternativ?"
"Show customer email?","Visa kundens e-post?"
"<![CDATA[ &nbsp; - ]]>Show customer group?","<![CDATA[ &nbsp; - ]]>Visa kundgrupp?"
"<![CDATA[ &nbsp; - ]]>Show customer ID?","<![CDATA[ &nbsp; - ]]>Visa kund-ID?"
"Show customer phone?","Visa kundens telefonnummer?"
"<![CDATA[ &nbsp; - ]]>Show customer VAT number?","<![CDATA[ &nbsp; - ]]>Visa kundens moms-/VAT-nummer?"
"Show date printed?","Visa datum för utskrift?"
"<![CDATA[ &nbsp; - ]]>Show deadline text / date?","<![CDATA[ &nbsp; - ]]>Visa deadlinetext / datum?"
"<![CDATA[ &nbsp; - ]]>Show discounts where?","<![CDATA[ &nbsp; - ]]>Visa rabatter vart?"
"Show extended info line?","Visa utökad information?"
"Show extra shipping details?","Visa extra leveransinformation?"
"Show gift message?","Visa presentmeddelande?"
"<![CDATA[ &nbsp; - ]]>Show items count?","<![CDATA[ &nbsp; - ]]>Visa antal artiklar?"
"Show logo on Pick Lists?","Visa logo på plocklistor?"
"Show name?","Visa namn?"
"<![CDATA[ &nbsp; - ]]>Show order custom attribute?","<![CDATA[ &nbsp; - ]]>Visa anpassat orderattribut?"
"<![CDATA[ &nbsp; - ]]>Show order ID above address?","<![CDATA[ &nbsp; - ]]>Visa ordernummer ovanför adress?"
"Show Order ID barcode?","Visa streckkod för Ordernummer?"
"Show order ID barcodes?","Visa streckkoder för Ordernummer?"
"Show Order IDs?","Visa Order ID?"
"<![CDATA[ &nbsp; - ]]>Show payment method?","<![CDATA[ &nbsp; - ]]>Visa betalningsmetod?"
"Show phone numbers?","Visa telefonnummer?"
"Show prices?","Visa priser?"
"Show product images?","Visa produktbilder?"
"Show product name?","Visa produktnamn?"
"Show product names?","Visa produktnamn?"
"Show product options?","Visa produktalternativ?"
"Show product sku barcode?","Visa produkt artikelnummer streckkod?"
"Show product sku?","Visa produktens artikelnummer?"
"<![CDATA[ &nbsp; - ]]>Show purchase order #?","<![CDATA[ &nbsp; - ]]>Visa inköpsorder #?"
"Show shelving info?","Visa hyllinformation?"
"Show shipping address at top?","Visa leveransadress längst upp?"
"Show shipping address?","Visa leveransadress?"
"<![CDATA[ &nbsp; - ]]>Show shipping carrier?","<![CDATA[ &nbsp; - ]]>Visa speditör?"
"Show shipping method?","Visa fraktsätt?"
"Show SKU?","Visa SKU/Artikelnummer?"
"Show specific attribute?","Visa specifikt attribut?"
"<![CDATA[ &nbsp; - ]]>Show stock alert below...","<![CDATA[ &nbsp; - ]]>Visa lager notering nedan ..."
"Show stock alert below...","Visa lager notering nedan ..."
"Show stock alerts?","Visa lagernotering?"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Show tax breakdown?","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Visa detaljerad momsinfo?"
